year,type,discipline,event,as,athlete_id,noc,team,place,tied,medal,First_Name,Last_Name
1992.0,Summer,Badminton,"Singles, Women (Olympic)",Madhumita Bisht,270,IND,,17.0,True,,Madhumita,Bisht
1924.0,Summer,Tennis,"Singles, Women (Olympic)",Nora Polley,271,IND,,9.0,True,,Nora,Polley
1924.0,Summer,Tennis,"Doubles, Mixed (Olympic)",Nora Polley,271,IND,Sydney Jacob,9.0,True,,Nora,Polley
1996.0,Summer,Table Tennis,"Singles, Women (Olympic)",Ambika Radhika,272,IND,,49.0,True,,Ambika,Radhika
1988.0,Summer,Table Tennis,"Singles, Women (Olympic)",Niyati Roy,273,IND,,41.0,True,,Niyati,Roy
1992.0,Summer,Table Tennis,"Singles, Women (Olympic)",Niyati Roy-Shah,273,IND,,33.0,True,,Niyati,Roy-Shah
1988.0,Summer,Tennis,"Singles, Men (Olympic)",Zeeshan Ali,274,IND,,17.0,True,,Zeeshan,Ali
1988.0,Summer,Tennis,"Doubles, Men (Olympic)",Anand Amritraj,275,IND,Vijay Amritraj,9.0,True,,Anand,Amritraj
1988.0,Summer,Tennis,"Singles, Men (Olympic)",Vijay Amritraj,276,IND,,33.0,True,,Vijay,Amritraj
1988.0,Summer,Tennis,"Doubles, Men (Olympic)",Vijay Amritraj,276,IND,Anand Amritraj,9.0,True,,Vijay,Amritraj
1992.0,Summer,Table Tennis,"Singles, Men (Olympic)",Chetan Baboor,277,IND,,49.0,True,,Chetan,Baboor
1996.0,Summer,Table Tennis,"Singles, Men (Olympic)",Chetan Baboor,277,IND,,49.0,True,,Chetan,Baboor
2000.0,Summer,Table Tennis,"Singles, Men (Olympic)",Chetan Baboor,277,IND,,33.0,True,,Chetan,Baboor
2000.0,Summer,Table Tennis,"Doubles, Men (Olympic)",Chetan Baboor,277,IND,Raman Subramanyan,25.0,True,,Chetan,Baboor
1992.0,Summer,Badminton,"Singles, Men (Olympic)",Deepankar Bhattacharya,278,IND,,9.0,True,,Deepankar,Bhattacharya
1992.0,Summer,Badminton,"Doubles, Men (Olympic)",Deepankar Bhattacharya,278,IND,Vimal Kumar,17.0,True,,Deepankar,Bhattacharya
1996.0,Summer,Badminton,"Singles, Men (Olympic)",Deepankar Bhattacharya,278,IND,,17.0,True,,Deepankar,Bhattacharya
1996.0,Summer,Tennis,"Doubles, Men (Olympic)",Mahesh Bhupathi,279,IND,Leander Paes,9.0,True,,Mahesh,Bhupathi
2000.0,Summer,Tennis,"Doubles, Men (Olympic)",Mahesh Bhupathi,279,IND,Leander Paes,9.0,True,,Mahesh,Bhupathi
2004.0,Summer,Tennis,"Doubles, Men (Olympic)",Mahesh Bhupathi,279,IND,Leander Paes,4.0,False,,Mahesh,Bhupathi
2008.0,Summer,Tennis,"Doubles, Men (Olympic)",Mahesh Bhupathi,279,IND,Leander Paes,5.0,True,,Mahesh,Bhupathi
2012.0,Summer,Tennis,"Doubles, Men (Olympic)",Mahesh Bhupathi,279,IND,Rohan Bopanna,9.0,True,,Mahesh,Bhupathi
1924.0,Summer,Tennis,"Singles, Men (Olympic)",Ali Athar Fyzee,280,IND,,33.0,True,,Ali,Athar
1988.0,Summer,Table Tennis,"Singles, Men (Olympic)",Sujay Ghorpade,281,IND,,49.0,True,,Sujay,Ghorpade
1988.0,Summer,Table Tennis,"Doubles, Men (Olympic)",Sujay Ghorpade,281,IND,Kamlesh Mehta,21.0,True,,Sujay,Ghorpade
1992.0,Summer,Table Tennis,"Doubles, Men (Olympic)",Sujay Ghorpade,281,IND,Kamlesh Mehta,25.0,True,,Sujay,Ghorpade
1924.0,Summer,Tennis,"Singles, Men (Olympic)",S. M. Hadi,282,IND,,33.0,True,,S.,M.
1924.0,Summer,Tennis,"Doubles, Men (Olympic)",S. M. Hadi,282,IND,Donald Rutnam,5.0,True,,S.,M.
1924.0,Summer,Tennis,"Singles, Men (Olympic)",Sydney Jacob,283,IND,,5.0,True,,Sydney,Jacob
1924.0,Summer,Tennis,"Doubles, Mixed (Olympic)",Sydney Jacob,283,IND,Nora Polley,9.0,True,,Sydney,Jacob
1924.0,Summer,Tennis,"Doubles, Men (Olympic)",Sydney Jacob,283,IND,Mohammed Sleem,29.0,True,,Sydney,Jacob
1992.0,Summer,Tennis,"Singles, Men (Olympic)",Ramesh Krishnan,284,IND,,33.0,True,,Ramesh,Krishnan
1992.0,Summer,Tennis,"Doubles, Men (Olympic)",Ramesh Krishnan,284,IND,Leander Paes,5.0,True,,Ramesh,Krishnan
1992.0,Summer,Badminton,"Singles, Men (Olympic)",Vimal Kumar,285,IND,,33.0,True,,Vimal,Kumar
1992.0,Summer,Badminton,"Doubles, Men (Olympic)",Vimal Kumar,285,IND,Deepankar Bhattacharya,17.0,True,,Vimal,Kumar
1988.0,Summer,Table Tennis,"Singles, Men (Olympic)",Kamlesh Mehta,286,IND,,25.0,True,,Kamlesh,Mehta
1988.0,Summer,Table Tennis,"Doubles, Men (Olympic)",Kamlesh Mehta,286,IND,Sujay Ghorpade,21.0,True,,Kamlesh,Mehta
1992.0,Summer,Table Tennis,"Singles, Men (Olympic)",Kamlesh Mehta,286,IND,,17.0,True,,Kamlesh,Mehta
1992.0,Summer,Table Tennis,"Doubles, Men (Olympic)",Kamlesh Mehta,286,IND,Sujay Ghorpade,25.0,True,,Kamlesh,Mehta
1992.0,Summer,Tennis,"Singles, Men (Olympic)",Leander Paes,287,IND,,33.0,True,,Leander,Paes
1992.0,Summer,Tennis,"Doubles, Men (Olympic)",Leander Paes,287,IND,Ramesh Krishnan,5.0,True,,Leander,Paes
1996.0,Summer,Tennis,"Singles, Men (Olympic)",Leander Paes,287,IND,,3.0,False,Bronze,Leander,Paes
1996.0,Summer,Tennis,"Doubles, Men (Olympic)",Leander Paes,287,IND,Mahesh Bhupathi,9.0,True,,Leander,Paes
2000.0,Summer,Tennis,"Singles, Men (Olympic)",Leander Paes,287,IND,,33.0,True,,Leander,Paes
2000.0,Summer,Tennis,"Doubles, Men (Olympic)",Leander Paes,287,IND,Mahesh Bhupathi,9.0,True,,Leander,Paes
2004.0,Summer,Tennis,"Doubles, Men (Olympic)",Leander Paes,287,IND,Mahesh Bhupathi,4.0,False,,Leander,Paes
2008.0,Summer,Tennis,"Doubles, Men (Olympic)",Leander Paes,287,IND,Mahesh Bhupathi,5.0,True,,Leander,Paes
2012.0,Summer,Tennis,"Doubles, Mixed (Olympic)",Leander Paes,287,IND,Sania Mirza,5.0,True,,Leander,Paes
2012.0,Summer,Tennis,"Doubles, Men (Olympic)",Leander Paes,287,IND,Jagadeesan Vishnuvardhan,9.0,True,,Leander,Paes
2016.0,Summer,Tennis,"Doubles, Men (Olympic)",Leander Paes,287,IND,Rohan Bopanna,17.0,True,,Leander,Paes
1924.0,Summer,Tennis,"Doubles, Men (Olympic)",Donald Rutnam,288,IND,S. M. Hadi,5.0,True,,Donald,Rutnam
1924.0,Summer,Tennis,"Singles, Men (Olympic)",Mohammed Sleem,289,IND,,17.0,True,,Mohammed,Sleem
1924.0,Summer,Tennis,"Doubles, Men (Olympic)",Mohammed Sleem,289,IND,Sydney Jacob,29.0,True,,Mohammed,Sleem
1992.0,Summer,Archery,"Individual, Men (Olympic)",Dhulchand Damor,1898,IND,,66.0,False,,Dhulchand,Damor
1992.0,Summer,Archery,"Team, Men (Olympic)",Dhulchand Damor,1898,IND,India,16.0,False,,Dhulchand,Damor
1996.0,Summer,Archery,"Individual, Men (Olympic)",Skalzang Dorje,1899,IND,,47.0,False,,Skalzang,Dorje
1996.0,Summer,Archery,"Team, Men (Olympic)",Skalzang Dorje,1899,IND,India,14.0,False,,Skalzang,Dorje
1992.0,Summer,Archery,"Individual, Men (Olympic)",Changte Lalremsaga,1900,IND,,53.0,False,,Changte,Lalremsaga
1992.0,Summer,Archery,"Team, Men (Olympic)",Changte Lalremsaga,1900,IND,India,16.0,False,,Changte,Lalremsaga
1996.0,Summer,Archery,"Individual, Men (Olympic)",Changte Lalremsaga,1900,IND,,25.0,False,,Changte,Lalremsaga
1996.0,Summer,Archery,"Team, Men (Olympic)",Changte Lalremsaga,1900,IND,India,14.0,False,,Changte,Lalremsaga
1988.0,Summer,Archery,"Individual, Men (Olympic)",Limba Ram,1901,IND,,39.0,False,,Limba,Ram
1988.0,Summer,Archery,"Team, Men (Olympic)",Limba Ram,1901,IND,India,20.0,False,,Limba,Ram
1992.0,Summer,Archery,"Individual, Men (Olympic)",Limba Ram,1901,IND,,23.0,False,,Limba,Ram
1992.0,Summer,Archery,"Team, Men (Olympic)",Limba Ram,1901,IND,India,16.0,False,,Limba,Ram
1996.0,Summer,Archery,"Individual, Men (Olympic)",Limba Ram,1901,IND,,63.0,False,,Limba,Ram
1996.0,Summer,Archery,"Team, Men (Olympic)",Limba Ram,1901,IND,India,14.0,False,,Limba,Ram
1988.0,Summer,Archery,"Individual, Men (Olympic)",Shyam Lal Meena,1902,IND,,71.0,False,,Shyam,Lal
1988.0,Summer,Archery,"Team, Men (Olympic)",Shyam Lal Meena,1902,IND,India,20.0,False,,Shyam,Lal
1988.0,Summer,Archery,"Individual, Men (Olympic)",Sanjeev Singh,1903,IND,,36.0,False,,Sanjeev,Singh
1988.0,Summer,Archery,"Team, Men (Olympic)",Sanjeev Singh,1903,IND,India,20.0,False,,Sanjeev,Singh
1996.0,Summer,Badminton,"Singles, Women (Olympic)",Varalakshimi Pandimukkala Venkata,2264,IND,,17.0,True,,Varalakshimi,Pandimukkala
1948.0,Summer,Boxing,"Flyweight, Men (Olympic)",Rabin Bhatta,3868,IND,,9.0,True,,Rabin,Bhatta
1988.0,Summer,Boxing,"Bantamweight, Men (Olympic)",Shahuraj Birajdar,3869,IND,,9.0,True,,Shahuraj,Birajdar
1992.0,Summer,Boxing,"Featherweight, Men (Olympic)",Narendar Bisth Singh,3870,IND,,17.0,True,,Narendar,Bisth
1948.0,Summer,Boxing,"Lightweight, Men (Olympic)",Robert Cranston,3871,IND,,,False,,Robert,Cranston
1948.0,Summer,Boxing,"Welterweight, Men (Olympic)",Robert Cranston,3871,IND,,17.0,True,,Robert,Cranston
1980.0,Summer,Boxing,"Flyweight, Men (Olympic)",Amal Das,3872,IND,,17.0,True,,Amal,Das
1996.0,Summer,Boxing,"Light-Flyweight, Men (Olympic)",Debendra Thapa,3873,IND,,17.0,True,,Debendra,Thapa
1988.0,Summer,Boxing,"Featherweight, Men (Olympic)",John Francis,3874,IND,,17.0,True,,John,Francis
1992.0,Summer,Boxing,"Light-Welterweight, Men (Olympic)",Sandeep Gollen,3875,IND,,17.0,True,,Sandeep,Gollen
1948.0,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",Mac Joachim,3876,IND,,17.0,True,,Mac,Joachim
1948.0,Summer,Boxing,"Featherweight, Men (Olympic)",Benoy Bose,3877,IND,,17.0,True,,Benoy,Bose
1952.0,Summer,Boxing,"Featherweight, Men (Olympic)",Benoy Bose,3877,IND,,17.0,True,,Benoy,Bose
1948.0,Summer,Boxing,"Bantamweight, Men (Olympic)",Bob Lall,3878,IND,,9.0,True,,Bob,Lall
1976.0,Summer,Boxing,"Light-Welterweight, Men (Olympic)",C. C. Machiah,3879,IND,,25.0,True,,C.,C.
1952.0,Summer,Boxing,"Flyweight, Men (Olympic)",Sakti Mazumdar,3880,IND,,9.0,True,,Sakti,Mazumdar
1980.0,Summer,Boxing,"Bantamweight, Men (Olympic)",Ganapathy Manoharan,3881,IND,,9.0,True,,Ganapathy,Manoharan
1972.0,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",Mehtab Singh,3882,IND,,17.0,True,,Mehtab,Singh
1972.0,Summer,Boxing,"Flyweight, Men (Olympic)",Chander Narayanan,3883,IND,,17.0,True,,Chander,Narayanan
1952.0,Summer,Boxing,"Light-Welterweight, Men (Olympic)",Ron Norris,3884,IND,,,False,,Ron,Norris
1952.0,Summer,Boxing,"Welterweight, Men (Olympic)",Ron Norris,3884,IND,,5.0,True,,Ron,Norris
1948.0,Summer,Boxing,"Welterweight, Men (Olympic)",Johnny Nuttall,3885,IND,,,False,,Johnny,Nuttall
1948.0,Summer,Boxing,"Middleweight, Men (Olympic)",Johnny Nuttall,3885,IND,,9.0,True,,Johnny,Nuttall
1988.0,Summer,Boxing,"Flyweight, Men (Olympic)",Manoj Pingale,3886,IND,,9.0,True,,Manoj,Pingale
1984.0,Summer,Boxing,"Light-Welterweight, Men (Olympic)",Jaslal Pradhan,3887,IND,,33.0,True,,Jaslal,Pradhan
1992.0,Summer,Boxing,"Light-Flyweight, Men (Olympic)",Rajendra Prasad,3888,IND,,9.0,True,,Rajendra,Prasad
1976.0,Summer,Boxing,"Featherweight, Men (Olympic)",S. K. Rai,3889,IND,,17.0,True,,S.,K.
1948.0,Summer,Boxing,"Featherweight, Men (Olympic)",Gene Raymond,3890,IND,,,False,,Gene,Raymond
1948.0,Summer,Boxing,"Lightweight, Men (Olympic)",Gene Raymond,3890,IND,,17.0,True,,Gene,Raymond
1996.0,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",Gurcharan Singh,3891,IND,,17.0,True,,Gurcharan,Singh
2000.0,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",Gurcharan Singh,3891,IND,,8.0,False,,Gurcharan,Singh
1984.0,Summer,Boxing,"Heavyweight, Men (Olympic)",Kaur Singh,3892,IND,,9.0,True,,Kaur,Singh
1996.0,Summer,Boxing,"Heavyweight, Men (Olympic)",Lakha Singh,3893,IND,,17.0,True,,Lakha,Singh
1980.0,Summer,Boxing,"Light-Flyweight, Men (Olympic)",Birender Singh Thapa,3894,IND,,17.0,True,,Birender,Singh
1992.0,Summer,Boxing,"Bantamweight, Men (Olympic)",Devarajan Venkatesan,3895,IND,,17.0,True,,Devarajan,Venkatesan
1972.0,Summer,Boxing,"Lightweight, Men (Olympic)",Muniswamy Venu,3896,IND,,9.0,True,,Muniswamy,Venu
1952.0,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",Oscar Ward,3897,IND,,17.0,True,,Oscar,Ward
1992.0,Summer,Boxing,"Flyweight, Men (Olympic)",Dharmendra Yadav,3898,IND,,17.0,True,,Dharmendra,Yadav
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Parvez Diniar,6009,IND,India,12.0,False,,Parvez,Diniar
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Dilip Gurumurthy,6232,IND,India,12.0,False,,Dilip,Gurumurthy
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Amarnath Nagarajan,6724,IND,India,12.0,False,,Amarnath,Nagarajan
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Radhey Shyam,6913,IND,India,12.0,False,,Radhey,Shyam
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Baldev Singh,7120,IND,India,12.0,False,,Baldev,Singh
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Ajmer Singh,7121,IND,India,12.0,False,,Ajmer,Singh
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Harbhajan Singh,7122,IND,India,12.0,False,,Harbhajan,Singh
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Jorawar Singh,7123,IND,India,12.0,False,,Jorawar,Singh
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Pramdiph Singh,7124,IND,India,12.0,False,,Pramdiph,Singh
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Paramjit Singh,7125,IND,India,12.0,False,,Paramjit,Singh
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Hanuman Singh,7126,IND,India,12.0,False,,Hanuman,Singh
1980.0,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",Tarlok Singh Sandhu,7127,IND,India,12.0,False,,Tarlok,Singh
1980.0,Summer,Equestrian Eventing (Equestrian),"Individual, Open (Olympic)",Jitendarjit Singh Ahluwalia,11520,IND,Shiwalik,,False,,Jitendarjit,Singh
1980.0,Summer,Equestrian Eventing (Equestrian),"Team, Open (Olympic)",Jitendarjit Singh Ahluwalia,11520,IND,Shiwalik / India,,False,,Jitendarjit,Singh
1980.0,Summer,Equestrian Eventing (Equestrian),"Individual, Open (Olympic)",Hussain Khan,12222,IND,Rajdoot,,False,,Hussain,Khan
1980.0,Summer,Equestrian Eventing (Equestrian),"Team, Open (Olympic)",Hussain Khan,12222,IND,Rajdoot / India,,False,,Hussain,Khan
1980.0,Summer,Equestrian Eventing (Equestrian),"Individual, Open (Olympic)",Muhammad Khan,12223,IND,I-Am-It,,False,,Muhammad,Khan
1980.0,Summer,Equestrian Eventing (Equestrian),"Team, Open (Olympic)",Muhammad Khan,12223,IND,I-Am-It / India,,False,,Muhammad,Khan
1996.0,Summer,Equestrian Eventing (Equestrian),"Individual, Open (Olympic)",Indrajit Lamba,12279,IND,Karishma,,False,,Indrajit,Lamba
1980.0,Summer,Equestrian Eventing (Equestrian),"Individual, Open (Olympic)",Darya Singh,12746,IND,Bobby,,False,,Darya,Singh
1980.0,Summer,Equestrian Eventing (Equestrian),"Team, Open (Olympic)",Darya Singh,12746,IND,Bobby / India,,False,,Darya,Singh
1948.0,Summer,Cycling Track (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Jehangoo Amin,13377,IND,India,2.0,False,,Jehangoo,Amin
1952.0,Summer,Cycling Road (Cycling),"Road Race, Individual, Men (Olympic)",Pradip Bose,13645,IND,,,False,,Pradip,Bose
1952.0,Summer,Cycling Road (Cycling),"Road Race, Team, Men (Olympic)",Pradip Bose,13645,IND,India,,False,,Pradip,Bose
1952.0,Summer,Cycling Road (Cycling),"Road Race, Individual, Men (Olympic)",Netai Bysack,13786,IND,,,False,,Netai,Bysack
1952.0,Summer,Cycling Road (Cycling),"Road Race, Team, Men (Olympic)",Netai Bysack,13786,IND,India,,False,,Netai,Bysack
1952.0,Summer,Cycling Road (Cycling),Cycling Track (Cycling),Netai Bysack,13786,IND,IND,,True,,Netai,Bysack
1952.0,Summer,Cycling Road (Cycling),"Sprint, Men (Olympic)",Netai Bysack,13786,IND,,3.0,False,,Netai,Bysack
1952.0,Summer,Cycling Road (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Netai Bysack,13786,IND,India,22.0,False,,Netai,Bysack
1952.0,Summer,Cycling Road (Cycling),"Road Race, Individual, Men (Olympic)",Suprovat Chakravarty,13876,IND,,,False,,Suprovat,Chakravarty
1952.0,Summer,Cycling Road (Cycling),"Road Race, Team, Men (Olympic)",Suprovat Chakravarty,13876,IND,India,,False,,Suprovat,Chakravarty
1952.0,Summer,Cycling Road (Cycling),Cycling Track (Cycling),Suprovat Chakravarty,13876,IND,IND,,True,,Suprovat,Chakravarty
1952.0,Summer,Cycling Road (Cycling),"1,000 metres Time Trial, Men (Olympic)",Suprovat Chakravarty,13876,IND,,27.0,False,,Suprovat,Chakravarty
1952.0,Summer,Cycling Road (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Suprovat Chakravarty,13876,IND,India,22.0,False,,Suprovat,Chakravarty
1948.0,Summer,Cycling Road (Cycling),"Road Race, Individual, Men (Olympic)",Bapoo Malcolm,14691,IND,,,False,,Bapoo,Malcolm
1948.0,Summer,Cycling Road (Cycling),"Road Race, Team, Men (Olympic)",Bapoo Malcolm,14691,IND,India,,False,,Bapoo,Malcolm
1948.0,Summer,Cycling Track (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Adi Havewala,14692,IND,India,2.0,False,,Adi,Havewala
1948.0,Summer,Cycling Road (Cycling),"Road Race, Individual, Men (Olympic)",Raj Kumar Mehra,15602,IND,,,False,,Raj,Kumar
1948.0,Summer,Cycling Road (Cycling),"Road Race, Team, Men (Olympic)",Raj Kumar Mehra,15602,IND,India,,False,,Raj,Kumar
1952.0,Summer,Cycling Road (Cycling),"Road Race, Individual, Men (Olympic)",Raj Kumar Mehra,15602,IND,,,False,,Raj,Kumar
1952.0,Summer,Cycling Road (Cycling),"Road Race, Team, Men (Olympic)",Raj Kumar Mehra,15602,IND,India,,False,,Raj,Kumar
1952.0,Summer,Cycling Road (Cycling),Cycling Track (Cycling),Raj Kumar Mehra,15602,IND,IND,,True,,Raj,Kumar
1952.0,Summer,Cycling Road (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Raj Kumar Mehra,15602,IND,India,22.0,False,,Raj,Kumar
1948.0,Summer,Cycling Road (Cycling),"Road Race, Individual, Men (Olympic)",Eruch Mistry,15686,IND,,,False,,Eruch,Mistry
1948.0,Summer,Cycling Road (Cycling),"Road Race, Team, Men (Olympic)",Eruch Mistry,15686,IND,India,,False,,Eruch,Mistry
1948.0,Summer,Cycling Track (Cycling),"Sprint, Men (Olympic)",Rusi Mulla Feroze,15780,IND,,2.0,False,,Rusi,Mulla
1948.0,Summer,Cycling Track (Cycling),"1,000 metres Time Trial, Men (Olympic)",R. R. Noble,15895,IND,,19.0,False,,R.,R.
1948.0,Summer,Cycling Track (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",R. R. Noble,15895,IND,India,2.0,False,,R.,R.
1948.0,Summer,Cycling Road (Cycling),"Road Race, Individual, Men (Olympic)",Homi Pavri,16037,IND,,,False,,Homi,Pavri
1948.0,Summer,Cycling Road (Cycling),"Road Race, Team, Men (Olympic)",Homi Pavri,16037,IND,India,,False,,Homi,Pavri
1948.0,Summer,Cycling Track (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Piloo Sarkari,16455,IND,India,2.0,False,,Piloo,Sarkari
1952.0,Summer,Cycling Track (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Tarit Kumar Sett,16547,IND,India,22.0,False,,Tarit,Kumar
1964.0,Summer,Cycling Track (Cycling),"Sprint, Men (Olympic)",Suchha Singh,16589,IND,,2.0,False,,Suchha,Singh
1964.0,Summer,Cycling Road (Cycling),"100 kilometres Team Time Trial, Men (Olympic)",Amar Singh Billing,16590,IND,India,,False,,Amar,Singh
1964.0,Summer,Cycling Road (Cycling),Cycling Track (Cycling),Amar Singh Billing,16590,IND,IND,,True,,Amar,Singh
1964.0,Summer,Cycling Road (Cycling),"Sprint, Men (Olympic)",Amar Singh Billing,16590,IND,,3.0,False,,Amar,Singh
1964.0,Summer,Cycling Road (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Amar Singh Billing,16590,IND,India,2.0,False,,Amar,Singh
1964.0,Summer,Cycling Road (Cycling),"100 kilometres Team Time Trial, Men (Olympic)",Dalbir Singh Gill,16591,IND,India,,False,,Dalbir,Singh
1964.0,Summer,Cycling Road (Cycling),Cycling Track (Cycling),Dalbir Singh Gill,16591,IND,IND,,True,,Dalbir,Singh
1964.0,Summer,Cycling Road (Cycling),"1,000 metres Time Trial, Men (Olympic)",Dalbir Singh Gill,16591,IND,,26.0,False,,Dalbir,Singh
1964.0,Summer,Cycling Road (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Dalbir Singh Gill,16591,IND,India,2.0,False,,Dalbir,Singh
1964.0,Summer,Cycling Road (Cycling),"100 kilometres Team Time Trial, Men (Olympic)",Chetan Singh Hari,16592,IND,India,,False,,Chetan,Singh
1964.0,Summer,Cycling Road (Cycling),Cycling Track (Cycling),Chetan Singh Hari,16592,IND,IND,,True,,Chetan,Singh
1964.0,Summer,Cycling Road (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Chetan Singh Hari,16592,IND,India,2.0,False,,Chetan,Singh
1964.0,Summer,Cycling Road (Cycling),"100 kilometres Team Time Trial, Men (Olympic)",Amar Singh Sokhi,16593,IND,India,,False,,Amar,Singh
1964.0,Summer,Cycling Road (Cycling),Cycling Track (Cycling),Amar Singh Sokhi,16593,IND,IND,,True,,Amar,Singh
1964.0,Summer,Cycling Road (Cycling),"Individual Pursuit, 4,000 metres, Men (Olympic)",Amar Singh Sokhi,16593,IND,,18.0,False,,Amar,Singh
1964.0,Summer,Cycling Road (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",Amar Singh Sokhi,16593,IND,India,2.0,False,,Amar,Singh
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Gangotri Bhandari,19127,IND,India,4.0,False,,Gangotri,Bhandari
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Balwinder Kaur Bhatia,19128,IND,India,4.0,False,,Balwinder,Kaur
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Sudha Chaudhry,19129,IND,India,4.0,False,,Sudha,Chaudhry
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Selma D'Silva,19130,IND,India,4.0,False,,Selma,D'Silva
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Lorraine Fernandes,19131,IND,India,4.0,False,,Lorraine,Fernandes
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Harpreet Gill,19132,IND,India,4.0,False,,Harpreet,Gill
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Nazleen Madraswalla,19133,IND,India,4.0,False,,Nazleen,Madraswalla
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Rekha Mundphan,19134,IND,India,4.0,False,,Rekha,Mundphan
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Eliza Nelson,19135,IND,India,4.0,False,,Eliza,Nelson
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Rupa Kumari Saini,19136,IND,India,4.0,False,,Rupa,Kumari
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Nisha Sharma,19137,IND,India,4.0,False,,Nisha,Sharma
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Varsha Soni,19138,IND,India,4.0,False,,Varsha,Soni
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Prema Maya Sonir,19139,IND,India,4.0,False,,Prema,Maya
1980.0,Summer,Hockey,"Hockey, Women (Olympic)",Margaret Toscano,19140,IND,India,4.0,False,,Margaret,Toscano
1992.0,Summer,Hockey,"Hockey, Men (Olympic)",Shakeel Ahmed,19141,IND,India,7.0,False,,Shakeel,Ahmed
1992.0,Summer,Hockey,"Hockey, Men (Olympic)",Ajit Lakra,19142,IND,India,7.0,False,,Ajit,Lakra
1996.0,Summer,Hockey,"Hockey, Men (Olympic)",Anil Alexander Aldrin,19143,IND,India,8.0,False,,Anil,Alexander
1976.0,Summer,Hockey,"Hockey, Men (Olympic)",Syed Ali,19144,IND,India,7.0,False,,Syed,Ali
1928.0,Summer,Hockey,"Hockey, Men (Olympic)",Richard Allen,19145,IND,British India,1.0,False,Gold,Richard,Allen
1932.0,Summer,Hockey,"Hockey, Men (Olympic)",Richard Allen,19145,IND,British India,1.0,False,Gold,Richard,Allen
1936.0,Summer,Hockey,"Hockey, Men (Olympic)",Richard Allen,19145,IND,British India,1.0,False,Gold,Richard,Allen
1992.0,Summer,Hockey,"Hockey, Men (Olympic)",Subbaiah Anjaparavanda,19146,IND,India,,False,,Subbaiah,Anjaparavanda
1996.0,Summer,Hockey,"Hockey, Men (Olympic)",Subbaiah Anjaparavanda,19146,IND,India,8.0,False,,Subbaiah,Anjaparavanda
1960.0,Summer,Hockey,"Hockey, Men (Olympic)",Joe Antic,19147,IND,India,2.0,False,Silver,Joe,Antic
1928.0,Summer,Hockey,"Hockey, Men (Olympic)",Dhyan Chand,19148,IND,British India,1.0,False,Gold,Dhyan,Chand
1932.0,Summer,Hockey,"Hockey, Men (Olympic)",Dhyan Chand,19148,IND,British India,1.0,False,Gold,Dhyan,Chand
1936.0,Summer,Hockey,"Hockey, Men (Olympic)",Dhyan Chand,19148,IND,British India,1.0,False,Gold,Dhyan,Chand
1932.0,Summer,Hockey,"Hockey, Men (Olympic)",Roop Singh,19149,IND,British India,1.0,False,Gold,Roop,Singh
