year,type,discipline,event,as,athlete_id,noc,team,place,tied,medal,First_Name,Last_Name
1980.0,Summer,Hockey,"Hockey, Men (Olympic)",Surinder Singh Sodhi,19296,IND,India,1.0,False,Gold,Surinder,Singh
1976.0,Summer,Hockey,"Hockey, Men (Olympic)",Surjit Singh,19297,IND,India,7.0,False,,Surjit,Singh
1968.0,Summer,Hockey,"Hockey, Men (Olympic)",Tarsem Singh,19298,IND,India,3.0,False,Bronze,Tarsem,Singh
1988.0,Summer,Hockey,"Hockey, Men (Olympic)",Thoiba Singh,19299,IND,India,6.0,False,,Thoiba,Singh
1948.0,Summer,Hockey,"Hockey, Men (Olympic)",Tarlochan Singh Bawa,19300,IND,India,1.0,False,Gold,Tarlochan,Singh
1972.0,Summer,Hockey,"Hockey, Men (Olympic)",Varinder Singh,19301,IND,India,3.0,False,Bronze,Varinder,Singh
1976.0,Summer,Hockey,"Hockey, Men (Olympic)",Varinder Singh,19301,IND,India,7.0,False,,Varinder,Singh
1988.0,Summer,Hockey,"Hockey, Men (Olympic)",Vivek Singh,19302,IND,India,6.0,False,,Vivek,Singh
1956.0,Summer,Hockey,"Hockey, Men (Olympic)",Amit Singh Bakshi,19303,IND,India,1.0,False,Gold,Amit,Singh
1956.0,Summer,Hockey,"Hockey, Men (Olympic)",Raghbir Singh Bhola,19304,IND,India,1.0,False,Gold,Raghbir,Singh
1960.0,Summer,Hockey,"Hockey, Men (Olympic)",Raghbir Singh Bhola,19304,IND,India,2.0,False,Silver,Raghbir,Singh
1948.0,Summer,Hockey,"Hockey, Men (Olympic)","Balbir Singh, Sr.",19305,IND,India,1.0,False,Gold,Balbir,"Singh,"
1952.0,Summer,Hockey,"Hockey, Men (Olympic)","Balbir Singh, Sr.",19305,IND,India,1.0,False,Gold,Balbir,"Singh,"
1956.0,Summer,Hockey,"Hockey, Men (Olympic)","Balbir Singh, Sr.",19305,IND,India,1.0,False,Gold,Balbir,"Singh,"
1956.0,Summer,Hockey,"Hockey, Men (Olympic)",Hardayal Singh,19306,IND,India,1.0,False,Gold,Hardayal,Singh
1936.0,Summer,Hockey,"Hockey, Men (Olympic)",Gurcharan Singh,19307,IND,British India,1.0,False,Gold,Gurcharan,Singh
1948.0,Summer,Hockey,"Hockey, Men (Olympic)",Randhir Singh Gentle,19308,IND,India,1.0,False,Gold,Randhir,Singh
1952.0,Summer,Hockey,"Hockey, Men (Olympic)",Randhir Singh Gentle,19308,IND,India,1.0,False,Gold,Randhir,Singh
1956.0,Summer,Hockey,"Hockey, Men (Olympic)",Randhir Singh Gentle,19308,IND,India,1.0,False,Gold,Randhir,Singh
1956.0,Summer,Hockey,"Hockey, Men (Olympic)",Balkrishan Singh,19309,IND,India,1.0,False,Gold,Balkrishan,Singh
1960.0,Summer,Hockey,"Hockey, Men (Olympic)",Balkrishan Singh,19309,IND,India,,False,,Balkrishan,Singh
1960.0,Summer,Hockey,Athletics,Balkrishan Singh,19309,IND,IND,,True,,Balkrishan,Singh
1960.0,Summer,Hockey,"3,000 metres Steeplechase, Men (Olympic)",Balkrishan Singh,19309,IND,,,False,,Balkrishan,Singh
1956.0,Summer,Hockey,"Hockey, Men (Olympic)",Gurdev Singh,19310,IND,India,1.0,False,Gold,Gurdev,Singh
1932.0,Summer,Hockey,"Hockey, Men (Olympic)",Gurmit Singh,19311,IND,British India,1.0,False,Gold,Gurmit,Singh
1952.0,Summer,Hockey,"Hockey, Men (Olympic)",Udham Singh,19312,IND,India,1.0,False,Gold,Udham,Singh
1956.0,Summer,Hockey,"Hockey, Men (Olympic)",Udham Singh,19312,IND,India,1.0,False,Gold,Udham,Singh
1960.0,Summer,Hockey,"Hockey, Men (Olympic)",Udham Singh,19312,IND,India,2.0,False,Silver,Udham,Singh
1964.0,Summer,Hockey,"Hockey, Men (Olympic)",Udham Singh,19312,IND,India,1.0,False,Gold,Udham,Singh
1956.0,Summer,Hockey,"Hockey, Men (Olympic)",Charles Stephen,19313,IND,India,1.0,False,Gold,Charles,Stephen
1932.0,Summer,Hockey,"Hockey, Men (Olympic)",Carlyle Tapsell,19314,IND,British India,1.0,False,Gold,Carlyle,Tapsell
1936.0,Summer,Hockey,"Hockey, Men (Olympic)",Carlyle Tapsell,19314,IND,British India,1.0,False,Gold,Carlyle,Tapsell
1996.0,Summer,Hockey,"Hockey, Men (Olympic)",Dilip Kumar Tirkey,19315,IND,India,8.0,False,,Dilip,Kumar
2000.0,Summer,Hockey,"Hockey, Men (Olympic)",Dilip Kumar Tirkey,19315,IND,India,7.0,False,,Dilip,Kumar
2004.0,Summer,Hockey,"Hockey, Men (Olympic)",Dilip Kumar Tirkey,19315,IND,India,7.0,False,,Dilip,Kumar
1996.0,Summer,Hockey,"Hockey, Men (Olympic)",Sabu Varkey,19316,IND,India,8.0,False,,Sabu,Varkey
1984.0,Summer,Hockey,"Hockey, Men (Olympic)",Manohar Topno,19317,IND,India,5.0,False,,Manohar,Topno
1948.0,Summer,Hockey,"Hockey, Men (Olympic)",Maxie Vaz,19318,IND,India,1.0,False,Gold,Maxie,Vaz
1928.0,Summer,Hockey,"Hockey, Men (Olympic)",Sayed Yusuf,19319,IND,British India,1.0,False,Gold,Sayed,Yusuf
1980.0,Summer,Hockey,"Hockey, Men (Olympic)",Zafar Iqbal,19320,IND,India,1.0,False,Gold,Zafar,Iqbal
1984.0,Summer,Hockey,"Hockey, Men (Olympic)",Zafar Iqbal,19320,IND,India,5.0,False,,Zafar,Iqbal
1948.0,Summer,Hockey,"Hockey, Men (Olympic)",Akhtar Hussain,19966,IND,India,1.0,False,Gold,Akhtar,Hussain
1948.0,Summer,Hockey,"Hockey, Men (Olympic)",Latif-ur Rehman,20013,IND,India,1.0,False,Gold,Latif-ur,Rehman
1948.0,Summer,Football (Football),"Football, Men (Olympic)",Talimeren Ao,25795,IND,India,9.0,True,,Talimeren,Ao
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Berland Anthony,25796,IND,India,17.0,True,,Berland,Anthony
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Joseph Anthony,25797,IND,India,17.0,True,,Joseph,Anthony
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Sayed Khwaja Aziz-ud-Din,25798,IND,India,17.0,True,,Sayed,Khwaja
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Sayed Khwaja Aziz-ud-Din,25798,IND,India,4.0,False,,Sayed,Khwaja
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Tulasidas Balaram,25799,IND,India,4.0,False,,Tulasidas,Balaram
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Tulasidas Balaram,25799,IND,India,13.0,True,,Tulasidas,Balaram
1956.0,Summer,Football (Football),"Football, Men (Olympic)",PK Banerjee,25800,IND,India,4.0,False,,PK,Banerjee
1960.0,Summer,Football (Football),"Football, Men (Olympic)",PK Banerjee,25800,IND,India,13.0,True,,PK,Banerjee
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Samar Banerjee,25801,IND,India,4.0,False,,Samar,Banerjee
1948.0,Summer,Football (Football),"Football, Men (Olympic)",S. A. Basheer,25802,IND,India,9.0,True,,S.,A.
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Menon Chandrasekhar,25803,IND,India,13.0,True,,Menon,Chandrasekhar
1948.0,Summer,Football (Football),"Football, Men (Olympic)",Rabi Das,25804,IND,India,9.0,True,,Rabi,Das
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Neville D'Souza,25805,IND,India,4.0,False,,Neville,D'Souza
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Subimal Goswami,25806,IND,India,13.0,True,,Subimal,Goswami
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Hussain Ahmed,25807,IND,India,4.0,False,,Hussain,Ahmed
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Muhammad Kannayan,25808,IND,India,4.0,False,,Muhammad,Kannayan
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Dharmalingam Kannan,25809,IND,India,13.0,True,,Dharmalingam,Kannan
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Mariappa Kempaiah,25810,IND,India,4.0,False,,Mariappa,Kempaiah
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Mariappa Kempaiah,25810,IND,India,13.0,True,,Mariappa,Kempaiah
1948.0,Summer,Football (Football),"Football, Men (Olympic)",Ahmed Khan,25811,IND,India,9.0,True,,Ahmed,Khan
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Ahmed Khan,25811,IND,India,17.0,True,,Ahmed,Khan
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Youssef Khan,25812,IND,India,13.0,True,,Youssef,Khan
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Krishna Kittu,25813,IND,India,4.0,False,,Krishna,Kittu
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Sheikh Abdul Latif,25814,IND,India,17.0,True,,Sheikh,Abdul
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Sheikh Abdul Latif,25814,IND,India,4.0,False,,Sheikh,Abdul
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Sheikh Abdul Latif,25814,IND,India,13.0,True,,Sheikh,Abdul
1948.0,Summer,Football (Football),"Football, Men (Olympic)",Sailen Manna,25815,IND,India,9.0,True,,Sailen,Manna
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Sailen Manna,25815,IND,India,17.0,True,,Sailen,Manna
1948.0,Summer,Football (Football),"Football, Men (Olympic)",Sahu Mewalal,25816,IND,India,9.0,True,,Sahu,Mewalal
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Sahu Mewalal,25816,IND,India,,False,,Sahu,Mewalal
1948.0,Summer,Football (Football),"Football, Men (Olympic)",Taj Mohammed,25817,IND,India,9.0,True,,Taj,Mohammed
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Syed Moinuddin,25818,IND,India,17.0,True,,Syed,Moinuddin
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Nikhil Nandy,25819,IND,India,4.0,False,,Nikhil,Nandy
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Subramaniam Narayan,25820,IND,India,4.0,False,,Subramaniam,Narayan
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Subramaniam Narayan,25820,IND,India,,False,,Subramaniam,Narayan
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Muhammad Noor,25821,IND,India,,False,,Muhammad,Noor
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Muhammad Noor,25821,IND,India,4.0,False,,Muhammad,Noor
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Krishna Pal,25822,IND,India,4.0,False,,Krishna,Pal
1948.0,Summer,Football (Football),"Football, Men (Olympic)",Ramchandra Parab,25823,IND,India,9.0,True,,Ramchandra,Parab
1948.0,Summer,Football (Football),"Football, Men (Olympic)",Mahabir Prasad,25824,IND,India,9.0,True,,Mahabir,Prasad
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Bahadur Chettri Ram,25825,IND,India,13.0,True,,Bahadur,Chettri
1948.0,Summer,Football (Football),"Football, Men (Olympic)",Sarangapani Raman,25826,IND,India,9.0,True,,Sarangapani,Raman
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Abdul Rehman,25827,IND,India,4.0,False,,Abdul,Rehman
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Muhammad Salaam,25828,IND,India,4.0,False,,Muhammad,Salaam
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Mohammad Sattar,25829,IND,India,17.0,True,,Mohammad,Sattar
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Thulukhanam Shanmugam,25830,IND,India,17.0,True,,Thulukhanam,Shanmugam
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Dhillon Singh Jarnail,25831,IND,India,13.0,True,,Dhillon,Singh
1952.0,Summer,Football (Football),"Football, Men (Olympic)",Chandan Singh Rawat,25832,IND,India,17.0,True,,Chandan,Singh
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Simon Sunder Raj,25833,IND,India,13.0,True,,Simon,Sunder
1956.0,Summer,Football (Football),"Football, Men (Olympic)",Peter Thangaraj,25834,IND,India,4.0,False,,Peter,Thangaraj
1960.0,Summer,Football (Football),"Football, Men (Olympic)",Peter Thangaraj,25834,IND,India,13.0,True,,Peter,Thangaraj
1952.0,Summer,Football (Football),"Football, Men (Olympic)",P. Venkatesh,25835,IND,India,17.0,True,,P.,Venkatesh
1948.0,Summer,Football (Football),"Football, Men (Olympic)",KV Varadaraj,25836,IND,India,9.0,True,,KV,Varadaraj
1952.0,Summer,Football (Football),"Football, Men (Olympic)",KV Varadaraj,25836,IND,India,,False,,KV,Varadaraj
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Bandu Bhosle,30432,IND,,122.0,False,,Bandu,Bhosle
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Team All-Around, Men (Olympic)",Bandu Bhosle,30432,IND,India,18.0,False,,Bandu,Bhosle
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Bandu Bhosle,30432,IND,,108.0,True,,Bandu,Bhosle
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Bandu Bhosle,30432,IND,,126.0,False,,Bandu,Bhosle
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Bandu Bhosle,30432,IND,,122.0,False,,Bandu,Bhosle
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Bandu Bhosle,30432,IND,,123.0,False,,Bandu,Bhosle
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Bandu Bhosle,30432,IND,,125.0,False,,Bandu,Bhosle
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Bandu Bhosle,30432,IND,,118.0,False,,Bandu,Bhosle
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Vithal Karande,30433,IND,,123.0,False,,Vithal,Karande
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Team All-Around, Men (Olympic)",Vithal Karande,30433,IND,India,18.0,False,,Vithal,Karande
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Vithal Karande,30433,IND,,116.0,False,,Vithal,Karande
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Vithal Karande,30433,IND,,124.0,False,,Vithal,Karande
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Vithal Karande,30433,IND,,125.0,False,,Vithal,Karande
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Vithal Karande,30433,IND,,121.0,False,,Vithal,Karande
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Vithal Karande,30433,IND,,122.0,False,,Vithal,Karande
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Vithal Karande,30433,IND,,122.0,False,,Vithal,Karande
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Sham Lal,30434,IND,,62.0,False,,Sham,Lal
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Sham Lal,30434,IND,,61.0,False,,Sham,Lal
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Sham Lal,30434,IND,,60.0,False,,Sham,Lal
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Sham Lal,30434,IND,,62.0,False,,Sham,Lal
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Sham Lal,30434,IND,,60.0,False,,Sham,Lal
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Sham Lal,30434,IND,,61.0,False,,Sham,Lal
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Sham Lal,30434,IND,,61.0,False,,Sham,Lal
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Darshan Mondal,30435,IND,,128.0,False,,Darshan,Mondal
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Team All-Around, Men (Olympic)",Darshan Mondal,30435,IND,India,18.0,False,,Darshan,Mondal
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Darshan Mondal,30435,IND,,129.0,False,,Darshan,Mondal
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Darshan Mondal,30435,IND,,114.0,True,,Darshan,Mondal
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Darshan Mondal,30435,IND,,128.0,False,,Darshan,Mondal
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Darshan Mondal,30435,IND,,126.0,False,,Darshan,Mondal
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Darshan Mondal,30435,IND,,128.0,False,,Darshan,Mondal
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Darshan Mondal,30435,IND,,127.0,False,,Darshan,Mondal
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Jagmal More,30436,IND,,125.0,False,,Jagmal,More
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Team All-Around, Men (Olympic)",Jagmal More,30436,IND,India,18.0,False,,Jagmal,More
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Jagmal More,30436,IND,,124.0,False,,Jagmal,More
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Jagmal More,30436,IND,,125.0,False,,Jagmal,More
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Jagmal More,30436,IND,,126.0,False,,Jagmal,More
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Jagmal More,30436,IND,,127.0,False,,Jagmal,More
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Jagmal More,30436,IND,,123.0,False,,Jagmal,More
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Jagmal More,30436,IND,,121.0,False,,Jagmal,More
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Anant Ram,30437,IND,,63.0,False,,Anant,Ram
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Anant Ram,30437,IND,,62.0,False,,Anant,Ram
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Anant Ram,30437,IND,,63.0,False,,Anant,Ram
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Anant Ram,30437,IND,,63.0,False,,Anant,Ram
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Anant Ram,30437,IND,,61.0,False,,Anant,Ram
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Anant Ram,30437,IND,,63.0,False,,Anant,Ram
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Anant Ram,30437,IND,,63.0,False,,Anant,Ram
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Anant Ram,30437,IND,,126.0,False,,Anant,Ram
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Team All-Around, Men (Olympic)",Anant Ram,30437,IND,India,18.0,False,,Anant,Ram
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Anant Ram,30437,IND,,120.0,False,,Anant,Ram
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Anant Ram,30437,IND,,130.0,False,,Anant,Ram
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Anant Ram,30437,IND,,124.0,False,,Anant,Ram
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Anant Ram,30437,IND,,124.0,False,,Anant,Ram
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Anant Ram,30437,IND,,126.0,False,,Anant,Ram
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Anant Ram,30437,IND,,115.0,False,,Anant,Ram
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Khushi Ram,30438,IND,,185.0,False,,Khushi,Ram
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Khushi Ram,30438,IND,,184.0,False,,Khushi,Ram
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Khushi Ram,30438,IND,,185.0,False,,Khushi,Ram
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Khushi Ram,30438,IND,,185.0,False,,Khushi,Ram
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Khushi Ram,30438,IND,,183.0,False,,Khushi,Ram
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Khushi Ram,30438,IND,,185.0,False,,Khushi,Ram
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Khushi Ram,30438,IND,,185.0,False,,Khushi,Ram
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Pritam Singh,30439,IND,,61.0,False,,Pritam,Singh
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Pritam Singh,30439,IND,,59.0,False,,Pritam,Singh
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Pritam Singh,30439,IND,,62.0,False,,Pritam,Singh
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Pritam Singh,30439,IND,,61.0,False,,Pritam,Singh
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Pritam Singh,30439,IND,,59.0,False,,Pritam,Singh
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Pritam Singh,30439,IND,,62.0,False,,Pritam,Singh
1956.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Pritam Singh,30439,IND,,60.0,False,,Pritam,Singh
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Trilok Singh,30440,IND,,124.0,False,,Trilok,Singh
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Team All-Around, Men (Olympic)",Trilok Singh,30440,IND,India,18.0,False,,Trilok,Singh
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Trilok Singh,30440,IND,,117.0,False,,Trilok,Singh
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Trilok Singh,30440,IND,,119.0,False,,Trilok,Singh
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Trilok Singh,30440,IND,,123.0,False,,Trilok,Singh
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Trilok Singh,30440,IND,,128.0,False,,Trilok,Singh
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Trilok Singh,30440,IND,,124.0,False,,Trilok,Singh
1964.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Trilok Singh,30440,IND,,123.0,False,,Trilok,Singh
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",Vir Singh,30441,IND,,184.0,False,,Vir,Singh
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Floor Exercise, Men (Olympic)",Vir Singh,30441,IND,,178.0,False,,Vir,Singh
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",Vir Singh,30441,IND,,175.0,False,,Vir,Singh
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",Vir Singh,30441,IND,,184.0,False,,Vir,Singh
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",Vir Singh,30441,IND,,179.0,False,,Vir,Singh
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Rings, Men (Olympic)",Vir Singh,30441,IND,,184.0,False,,Vir,Singh
1952.0,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",Vir Singh,30441,IND,,184.0,False,,Vir,Singh
1996.0,Summer,Judo,"Heavyweight, Women (Olympic)",Shah Kohli,33221,IND,,13.0,False,,Shah,Kohli
1992.0,Summer,Judo,"Heavyweight, Women (Olympic)",Sangita Mehta,33255,IND,,16.0,True,,Sangita,Mehta
1996.0,Summer,Judo,"Half-Lightweight, Women (Olympic)",Sunith Thakur,33331,IND,,14.0,True,,Sunith,Thakur
1996.0,Summer,Judo,"Half-Lightweight, Men (Olympic)",Najib Aga,33383,IND,,13.0,True,,Najib,Aga
1992.0,Summer,Judo,"Heavyweight, Men (Olympic)",Cawas Billimoria,33489,IND,,21.0,True,,Cawas,Billimoria
1992.0,Summer,Judo,"Half-Lightweight, Men (Olympic)",Sandeep Byala,33536,IND,,20.0,True,,Sandeep,Byala
1992.0,Summer,Judo,"Middleweight, Men (Olympic)",Rajinder Kumar Dhanger,33654,IND,,21.0,True,,Rajinder,Kumar
1992.0,Summer,Judo,"Extra-Lightweight, Men (Olympic)",Narinder Singh,34370,IND,,35.0,True,,Narinder,Singh
1996.0,Summer,Judo,"Extra-Lightweight, Men (Olympic)",Narinder Singh,34370,IND,,21.0,True,,Narinder,Singh
1992.0,Summer,Shooting,"Air Pistol, 10 metres, Women (Olympic)",Abha Dhillan,42836,IND,,45.0,True,,Abha,Dhillan
1984.0,Summer,Shooting,"Air Rifle, 10 metres, Women (Olympic)",Soma Dutta,42837,IND,,22.0,False,,Soma,Dutta
1984.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)",Soma Dutta,42837,IND,,17.0,True,,Soma,Dutta
1988.0,Summer,Shooting,"Air Rifle, 10 metres, Women (Olympic)",Soma Dutta,42837,IND,,30.0,True,,Soma,Dutta
1988.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)",Soma Dutta,42837,IND,,23.0,True,,Soma,Dutta
1992.0,Summer,Shooting,"Air Rifle, 10 metres, Women (Olympic)",Soma Dutta,42837,IND,,35.0,True,,Soma,Dutta
1992.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)",Soma Dutta,42837,IND,,22.0,True,,Soma,Dutta
1952.0,Summer,Shooting,"Free Rifle, Three Positions, 300 metres, Men (Olympic)",Harihar Banerjee,42838,IND,,24.0,False,,Harihar,Banerjee
1952.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)",Harihar Banerjee,42838,IND,,36.0,False,,Harihar,Banerjee
1952.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)",Harihar Banerjee,42838,IND,,29.0,False,,Harihar,Banerjee
